 employee_id |       employee        | shifts_per_week | total_oncall_duration 
   843669716 | Brayden Phillips      |               5 | 34:00:00
   460935255 | Micah Jimenez         |               5 | 34:00:00
   929577654 | Easton Harris         |               5 | 34:00:00
   959394811 | Nicholas Collins      |               5 | 34:00:00
   823026297 | Joshua Chavez         |               5 | 34:00:00
   126174599 | Colton Ruiz           |               5 | 34:00:00
   858928658 | Aiden Nelson          |               5 | 34:00:00
   974732241 | Carson Rogers         |               5 | 34:00:00
   812671406 | Daniel Flores         |               5 | 34:00:00
   283257129 | Cameron Taylor        |               5 | 34:00:00
   782145154 | Jordan Ruiz           |               5 | 34:00:00
   544224143 | Orion Powell          |               5 | 33:00:00
   733431980 | Ezekiel Watson        |               5 | 33:00:00
   565894302 | Kai Harris            |               5 | 33:00:00
   447790252 | Zane Sutton           |               5 | 33:00:00
   170574484 | Ezra Hill             |               5 | 33:00:00
   308628865 | Owen Baldwin          |               5 | 33:00:00
   803570439 | Everett Fischer       |               5 | 33:00:00
   902862121 | Peter Keller          |               5 | 33:00:00
   330539098 | Ryan Stephens         |               5 | 33:00:00
   804196286 | Roman Phillips        |               5 | 33:00:00
   902415494 | Jaxon Sanchez         |               5 | 33:00:00
   568592422 | Omar Thompson         |               5 | 33:00:00
   105851314 | Sebastian Chavez      |               5 | 33:00:00
   835842025 | Silas Mendoza         |               5 | 33:00:00
   969978573 | Connor Taylor         |               5 | 33:00:00
   293054032 | Evan Walker           |               5 | 33:00:00
   911554481 | Jonathan Cruz         |               5 | 33:00:00
   922219776 | Brayden Garcia        |               5 | 33:00:00
   392103058 | Weston Johnson        |               5 | 33:00:00
   723912585 | Dominic Brown         |               5 | 33:00:00
   759347173 | Elias Walters         |               5 | 33:00:00
   124257064 | Xavier Chavez         |               5 | 33:00:00
   537827909 | Jace Cox              |               5 | 33:00:00
   858042128 | Samuel Rodriguez      |               5 | 33:00:00
   640720505 | Rowan Cooper          |               5 | 33:00:00
   458285617 | Damian James          |               5 | 33:00:00
   183451096 | Samuel Ruiz           |               5 | 33:00:00
   620815095 | Xavier Morales        |               5 | 33:00:00
   528474373 | Austin Pena           |               5 | 33:00:00
   675944619 | Austin Nolan          |               5 | 33:00:00
   562171046 | Colton Douglas        |               5 | 33:00:00
   263339441 | Landon Rogers         |               5 | 33:00:00
   602198989 | Jackson Nguyen        |               5 | 33:00:00
   642101782 | Logan Clark           |               5 | 33:00:00
   228589783 | Ezekiel Gonzalez      |               5 | 33:00:00
   445184331 | Theodore Flores       |               5 | 33:00:00
   876115110 | Hector Graham         |               5 | 33:00:00
   104290240 | Jackson Foster        |               5 | 33:00:00
   664940324 | Thomas Rodriguez      |               5 | 33:00:00
   653377531 | Peter Serrano         |               5 | 33:00:00
   946651092 | Dylan Patel           |               5 | 33:00:00
   250611190 | Jordan Scott          |               5 | 33:00:00
   706417047 | Carson Berg           |               5 | 33:00:00
   467864075 | Ezra Brown            |               5 | 33:00:00
   727296662 | Axel Martin           |               5 | 33:00:00
   134499714 | Declan King           |               5 | 33:00:00
   384257114 | Zane Chavez           |               5 | 33:00:00
   221284686 | Isaac Watson          |               5 | 33:00:00
   496730206 | Maverick Rogers       |               5 | 33:00:00
   802439276 | Victor Hughes         |               5 | 33:00:00
   107164947 | Christopher Foster    |               5 | 33:00:00
   603302970 | Cameron Baker         |               5 | 33:00:00
   322115039 | Andrew Bailey         |               5 | 33:00:00
   845397907 | Jordan Cooper         |               5 | 33:00:00
   621314346 | Micah Ray             |               5 | 33:00:00
   968666747 | Evan Bryant           |               5 | 33:00:00
   286329440 | Waylon Nelson         |               5 | 33:00:00
   585385829 | Sebastian Johnson     |               5 | 33:00:00
   282797399 | Malik Patel           |               5 | 33:00:00
   154532150 | Samuel Hill           |               5 | 33:00:00
   600352880 | Hudson Sutton         |               5 | 33:00:00
   271937464 | Wesley Chavez         |               5 | 33:00:00
   188802349 | Noah Lee              |               5 | 33:00:00
   932842218 | Axel Gomez            |               5 | 33:00:00
   620822194 | Isaac Adams           |               5 | 33:00:00
   635740447 | Jonathan Adams        |               5 | 33:00:00
   661447968 | Jackson Ramirez       |               5 | 32:00:00
   601471753 | Angel Evans           |               5 | 32:00:00
   621387824 | Jayden Sutton         |               5 | 32:00:00
   708653759 | Jace Nolan            |               5 | 32:00:00
   611413002 | Isaiah Price          |               5 | 32:00:00
   988036899 | Robert Rogers         |               5 | 32:00:00
   115017197 | Adam Wilson           |               5 | 32:00:00
   102081881 | Brooks Price          |               5 | 32:00:00
   432791652 | Joseph Stephens       |               5 | 32:00:00
   952331572 | Gabriel Stewart       |               5 | 32:00:00
   547141267 | Lucas Wood            |               5 | 32:00:00
   702435899 | Beau Foster           |               5 | 32:00:00
   260702198 | Kayden Martin         |               5 | 32:00:00
   114781346 | Rowan Lam             |               5 | 32:00:00
   878142917 | Noah Gomez            |               5 | 32:00:00
   600084478 | Miles Lee             |               5 | 32:00:00
   971970728 | Joseph Torres         |               5 | 32:00:00
   414826580 | Theodore Gutierrez    |               5 | 32:00:00
   222866960 | Grayson Diaz          |               5 | 32:00:00
   281636107 | Micah Gonzalez        |               5 | 32:00:00
   944659842 | Matthew Herrera       |               5 | 32:00:00
   489090051 | Jackson Mendoza       |               5 | 32:00:00
   376740152 | Sebastian Clark       |               5 | 32:00:00
   520312283 | Liam Murphy           |               5 | 32:00:00
   696075812 | Orion Garcia          |               5 | 32:00:00
   562106179 | Parker Cook           |               5 | 32:00:00
   149558761 | Anthony Wright        |               5 | 32:00:00
   358026640 | Christopher Hamilton  |               5 | 32:00:00
   211551457 | Robert Johnson        |               5 | 32:00:00
   659352690 | Rowan Evans           |               5 | 32:00:00
   157688751 | Ezra Nelson           |               5 | 32:00:00
   757564395 | Jack Wilson           |               5 | 32:00:00
   415244390 | Weston Cohen          |               5 | 32:00:00
   156930332 | Kai Wilson            |               5 | 32:00:00
   186749231 | Charles Stephens      |               5 | 32:00:00
   865388348 | John James            |               5 | 32:00:00
   692985296 | James Flores          |               5 | 32:00:00
   296488149 | Ian Reed              |               5 | 32:00:00
   934601300 | Jace Davis            |               5 | 32:00:00
   855754352 | Mateo Adams           |               5 | 32:00:00
   461502891 | Grayson Cohen         |               5 | 32:00:00
   625423140 | Nicholas Morgan       |               5 | 32:00:00
   227086114 | Axel Chavez           |               5 | 32:00:00
   581038872 | Maverick Rivera       |               5 | 32:00:00
   785838955 | Joshua Howard         |               5 | 32:00:00
   279129362 | Ezekiel Weber         |               5 | 32:00:00
   473162370 | Jaxon Nolan           |               5 | 32:00:00
   460609078 | Carson Berg           |               5 | 32:00:00
   575806462 | Matthew Smith         |               5 | 32:00:00
   368918881 | John Lee              |               5 | 32:00:00
   241063931 | Theodore Diaz         |               5 | 32:00:00
   176754416 | Orion Baldwin         |               5 | 32:00:00
   805204352 | Jack Young            |               5 | 32:00:00
   353293031 | Ezekiel Alvarez       |               5 | 32:00:00
   795992406 | Angel Stephens        |               5 | 32:00:00
   873236000 | Evan Roberts          |               5 | 32:00:00
   184785798 | Jackson Richardson    |               5 | 32:00:00
   651000919 | Owen Brooks           |               5 | 32:00:00
   963132823 | Liam Taylor           |               5 | 32:00:00
   645788346 | Harlan Richardson     |               5 | 32:00:00
   328447507 | Easton Walker         |               5 | 32:00:00
   197207316 | Nolan Scott           |               5 | 32:00:00
   646763858 | Kody Jones            |               5 | 32:00:00
   764448640 | Ezekiel Scott         |               5 | 32:00:00
   800314778 | Sebastian Thomas      |               5 | 32:00:00
   765852214 | Axel Gardner          |               5 | 32:00:00
   458384805 | Kai Lopez             |               5 | 32:00:00
   779671646 | Elias Foster          |               5 | 32:00:00
   327751209 | Omar Gardner          |               5 | 32:00:00
   483291458 | Shane Myers           |               5 | 32:00:00
   723693619 | Adam Gomez            |               5 | 32:00:00
   122822913 | Miles Holmes          |               5 | 32:00:00
   491008294 | Aaron Baker           |               5 | 32:00:00
   975337095 | Christian Morris      |               5 | 32:00:00
   163416106 | Alexander Walters     |               5 | 32:00:00
   767471235 | Cooper Richardson     |               5 | 32:00:00
   976529868 | Max Johnson           |               5 | 32:00:00
   768422810 | Nolan Peterson        |               5 | 32:00:00
   261019558 | Max Garcia            |               5 | 32:00:00
   265840498 | Caleb Ramos           |               5 | 32:00:00
   589625592 | William Smith         |               5 | 32:00:00
   193695705 | Ian Schultz           |               5 | 32:00:00
   607794447 | Everett Sutton        |               5 | 32:00:00
   168401892 | Austin Anderson       |               5 | 32:00:00
   250519803 | Andrew Walters        |               5 | 32:00:00
   821492238 | Waylon Nguyen         |               5 | 32:00:00
   857114765 | Carson Patel          |               5 | 32:00:00
   773309533 | Ryan Gomez            |               5 | 32:00:00
   339160108 | Grayson Hill          |               5 | 32:00:00
   225591634 | Zane Graham           |               5 | 32:00:00
   477434227 | Maverick Sutton       |               5 | 32:00:00
   349387998 | Miles Lopez           |               5 | 32:00:00
   328413888 | Noah Bailey           |               5 | 32:00:00
   790414553 | Dominic Serrano       |               5 | 32:00:00
   489350665 | Andrew Gonzalez       |               5 | 32:00:00
   278867766 | Julian Ward           |               5 | 32:00:00
   115196164 | Julian Hall           |               5 | 32:00:00
   354504015 | Axel Baker            |               5 | 32:00:00
   489165196 | Theodore Gonzalez     |               5 | 32:00:00
   890132919 | Josiah Taylor         |               5 | 32:00:00
   375815995 | Owen Lam              |               5 | 32:00:00
   139032197 | Luca Hill             |               5 | 32:00:00
   528895640 | David Nelson          |               5 | 32:00:00
   946140035 | Zane Torres           |               5 | 32:00:00
   891370512 | Adam Young            |               5 | 32:00:00
   788321271 | Andrew Turner         |               5 | 32:00:00
   866391713 | Lincoln Baldwin       |               5 | 32:00:00
   310289984 | Robert Lopez          |               5 | 32:00:00
   639578998 | Henry Murphy          |               5 | 32:00:00
   534945983 | Ezra White            |               5 | 31:00:00
   130436635 | Hudson Freeman        |               5 | 31:00:00
   464144153 | Josiah Figueroa       |               5 | 31:00:00
   573056022 | Luke Scott            |               5 | 31:00:00
   437758185 | Daniel Hamilton       |               5 | 31:00:00
   222500885 | Carter Cruz           |               5 | 31:00:00
   746686098 | Ezekiel Graham        |               5 | 31:00:00
   190038098 | Connor Alvarez        |               5 | 31:00:00
   219640214 | Maverick Lee          |               5 | 31:00:00
   170909339 | Hector Baldwin        |               5 | 31:00:00
   172156024 | Angel Rogers          |               5 | 31:00:00
   430861049 | Dominic Fischer       |               5 | 31:00:00
   868419712 | Miles Patel           |               5 | 31:00:00
   596103515 | Mateo Alvarez         |               5 | 31:00:00
   795035613 | Owen Bailey           |               5 | 31:00:00
   962308998 | Emmett Riley          |               5 | 31:00:00
   111170494 | Ethan Evans           |               5 | 31:00:00
   645015259 | Carson Figueroa       |               5 | 31:00:00
   173665830 | Zane Powell           |               5 | 31:00:00
   751263161 | Emmett Anderson       |               5 | 31:00:00
   533394160 | Gabriel Perez         |               5 | 31:00:00
   789901462 | Elijah Martin         |               5 | 31:00:00
   249188199 | Jack Garcia           |               5 | 31:00:00
   788701481 | Orion Thomas          |               5 | 31:00:00
   967007659 | Anthony Green         |               5 | 31:00:00
   533311813 | Declan Carter         |               5 | 31:00:00
   755734490 | Kai Diaz              |               5 | 31:00:00
   645635650 | Wyatt Mendoza         |               5 | 31:00:00
   471182650 | Declan Evans          |               5 | 31:00:00
   950944300 | Robert Ross           |               5 | 31:00:00
   150846756 | Elijah Green          |               5 | 31:00:00
   885959230 | Weston Keller         |               5 | 31:00:00
   758363119 | Luke Morales          |               5 | 31:00:00
   539016916 | Jonathan Gutierrez    |               5 | 31:00:00
   648803269 | Finn Figueroa         |               5 | 31:00:00
   258551739 | Cameron Brown         |               5 | 31:00:00
   854375870 | Jack Young            |               5 | 31:00:00
   576354533 | James Gardner         |               5 | 31:00:00
   762257410 | Connor Murphy         |               5 | 31:00:00
   781662218 | Jaxson Schultz        |               5 | 31:00:00
   765652689 | Jameson Bailey        |               5 | 31:00:00
   541243711 | Liam Evans            |               5 | 31:00:00
   287256754 | Roman Sanchez         |               5 | 31:00:00
   217290433 | Eli Torres            |               5 | 31:00:00
   541261916 | Leonardo Cooper       |               5 | 31:00:00
   481962122 | James Scott           |               5 | 31:00:00
   585365525 | Miles Wood            |               5 | 31:00:00
   129306671 | Kody Davis            |               5 | 31:00:00
   875504070 | Waylon Richardson     |               5 | 31:00:00
   578830242 | Elias Long            |               5 | 31:00:00
   966032752 | Ryder Anderson        |               5 | 31:00:00
   773046610 | Maverick Bennett      |               5 | 31:00:00
   773052585 | Adrian Hernandez      |               5 | 31:00:00
   246943011 | Leonardo Ward         |               5 | 31:00:00
   285787416 | Greyson Miller        |               5 | 31:00:00
   477859483 | Waylon Holmes         |               5 | 31:00:00
   578580225 | Brayden Richardson    |               5 | 31:00:00
   370155723 | Gabriel Phillips      |               5 | 31:00:00
   139768846 | Carson Carter         |               5 | 31:00:00
   657506496 | Ian Gray              |               5 | 31:00:00
   853714852 | Ezekiel Potter        |               5 | 31:00:00
   332758482 | Jacob Johnson         |               5 | 31:00:00
   920382960 | Hector Lopez          |               5 | 31:00:00
   102122414 | Wesley Bailey         |               5 | 31:00:00
   889903729 | Ethan Young           |               5 | 31:00:00
   328314580 | Connor Morales        |               5 | 31:00:00
   890643015 | Miles Cruz            |               5 | 31:00:00
   872685317 | Daniel Parker         |               5 | 31:00:00
   676533746 | Victor Lee            |               5 | 31:00:00
   921619195 | Jayden Keller         |               5 | 31:00:00
   657605322 | Leo Nguyen            |               5 | 31:00:00
   329938079 | David Wood            |               5 | 31:00:00
   628644001 | Robert Jones          |               5 | 31:00:00
   527333364 | James Baker           |               5 | 31:00:00
   681067386 | Hudson Moore          |               5 | 31:00:00
   619779816 | Ryder Holmes          |               5 | 31:00:00
   333215643 | Ian Lam               |               5 | 31:00:00
   445630048 | Jonathan Stephens     |               5 | 31:00:00
   684719403 | Greyson Hall          |               5 | 31:00:00
   633805635 | Jonathan Wilson       |               5 | 31:00:00
   840301933 | Jose Figueroa         |               5 | 31:00:00
   559937124 | Jayden Jimenez        |               5 | 31:00:00
   104467007 | Evan Spencer          |               5 | 31:00:00
   126080773 | Luca Berg             |               5 | 31:00:00
   617202504 | Christopher Mitchell  |               5 | 31:00:00
   967883113 | Brayden Perez         |               5 | 31:00:00
   691374580 | Jonathan Hill         |               5 | 31:00:00
   561518491 | Ian Anderson          |               5 | 31:00:00
   209823972 | Michael Hughes        |               5 | 31:00:00
   341093385 | Charles Nelson        |               5 | 31:00:00
   652249881 | Leo Adams             |               5 | 31:00:00
   925310681 | Jacob Davis           |               5 | 31:00:00
   400283949 | Jose Hughes           |               5 | 31:00:00
   147103142 | Omar Gray             |               5 | 31:00:00
   406026401 | Alexander Potter      |               5 | 31:00:00
   926950317 | Sebastian Wright      |               5 | 31:00:00
   955664989 | Brooks Berg           |               5 | 31:00:00
   102356926 | Jayden Reed           |               5 | 31:00:00
   424502776 | Michael Lam           |               5 | 31:00:00
   563044390 | Isaiah Lopez          |               5 | 31:00:00
   927074402 | Declan Murphy         |               5 | 31:00:00
   947122676 | Zane Powell           |               5 | 31:00:00
   881181345 | Hudson Nolan          |               5 | 31:00:00
   143402558 | Jose Walters          |               5 | 31:00:00
   206650149 | Victor Wood           |               5 | 31:00:00
   295294238 | Mason Martinez        |               5 | 31:00:00
   385519027 | Peter Schultz         |               5 | 31:00:00
   339778393 | Cooper Murphy         |               5 | 31:00:00
   703408111 | Jace Cook             |               5 | 31:00:00
   516624903 | Hunter Murphy         |               5 | 31:00:00
   377431693 | Benjamin Anderson     |               5 | 31:00:00
   548834791 | Luke Richardson       |               5 | 31:00:00
   432844805 | Isaiah Rodriguez      |               5 | 31:00:00
   294041590 | Kayden Hamilton       |               5 | 31:00:00
   433079905 | Robert Stewart        |               5 | 31:00:00
   377604791 | Adrian Price          |               5 | 31:00:00
   658781473 | Miles Anderson        |               5 | 31:00:00
   204492683 | Logan Miller          |               5 | 31:00:00
   515161094 | Miles Weber           |               5 | 31:00:00
   653778208 | Jeremiah Phillips     |               5 | 31:00:00
   709823739 | Parker Ward           |               5 | 31:00:00
   823111985 | Emmett Kelly          |               5 | 31:00:00
   658984113 | Greyson Gutierrez     |               5 | 31:00:00
   330317321 | Logan Hernandez       |               5 | 31:00:00
   710899257 | Wyatt Baldwin         |               5 | 31:00:00
   456474866 | Malik Mendoza         |               5 | 31:00:00
   640739460 | Mateo Nolan           |               5 | 31:00:00
   414519283 | Shane Bryant          |               5 | 31:00:00
   713358336 | Parker Hill           |               5 | 31:00:00
   414228886 | Maverick Graham       |               5 | 31:00:00
   332507842 | Omar Peterson         |               5 | 31:00:00
   375026971 | Benjamin Edwards      |               5 | 31:00:00
   821466685 | Rowan Clark           |               5 | 31:00:00
   201768295 | Matthew Berg          |               5 | 31:00:00
   457041399 | Dylan White           |               5 | 31:00:00
   900860010 | Easton Nguyen         |               5 | 31:00:00
   293474002 | Jayden King           |               5 | 31:00:00
   607730503 | Mateo Keller          |               5 | 31:00:00
   200771878 | Brayden Thompson      |               5 | 31:00:00
   509349705 | Angel Keller          |               5 | 31:00:00
   413011861 | Levi Nguyen           |               5 | 31:00:00
   293275768 | Axel Wilson           |               5 | 31:00:00
   398101348 | Rowan King            |               5 | 31:00:00
   551409022 | Maverick Stephens     |               5 | 31:00:00
   859559465 | Alexander Ray         |               5 | 31:00:00
   199285639 | Lincoln Lewis         |               5 | 31:00:00
   723040501 | Kai Gonzalez          |               5 | 31:00:00
   314573501 | Jeremiah Perez        |               5 | 31:00:00
   724069590 | Julian Rodriguez      |               5 | 31:00:00
   959122587 | Asher Fischer         |               5 | 31:00:00
   604913572 | Jaxson Bryant         |               5 | 31:00:00
   334673823 | Ethan Nolan           |               5 | 31:00:00
   351962113 | Kayden Taylor         |               5 | 31:00:00
   604568278 | Finn Cohen            |               5 | 31:00:00
   942237275 | Kai Mendoza           |               5 | 31:00:00
   118811979 | Nicholas Ward         |               5 | 31:00:00
   811785869 | James Lee             |               5 | 31:00:00
   334855814 | Thomas Martinez       |               5 | 31:00:00
   277359675 | Luca Wright           |               5 | 31:00:00
   330822914 | Matthew Campbell      |               5 | 31:00:00
   503186578 | Isaiah Gardner        |               5 | 31:00:00
   101426675 | Levi Hall             |               5 | 31:00:00
   337804397 | Santiago Walker       |               5 | 31:00:00
   319580777 | Carson Baldwin        |               5 | 31:00:00
   378065004 | Robert Mitchell       |               5 | 31:00:00
   731470613 | Samuel Peterson       |               5 | 31:00:00
   969983273 | Zane Bryant           |               5 | 31:00:00
   167070784 | Julian Baldwin        |               5 | 31:00:00
   121910505 | Maverick Reeves       |               5 | 31:00:00
   501526992 | Omar Nolan            |               5 | 31:00:00
   809157583 | Finn Foster           |               5 | 31:00:00
   220630997 | Aaron Holmes          |               5 | 31:00:00
   735908255 | Samuel Clark          |               5 | 31:00:00
   959739706 | Christian Brown       |               5 | 31:00:00
   970818876 | Malik Turner          |               5 | 31:00:00
   739529716 | Gael Riley            |               5 | 31:00:00
   661755096 | Harlan Keller         |               5 | 31:00:00
   436488300 | Emmett Chavez         |               5 | 31:00:00
   941665109 | Nathan Roberts        |               5 | 31:00:00
   802862154 | Samuel Williams       |               5 | 31:00:00
   918441770 | Brayden Ross          |               5 | 31:00:00
   997846616 | Gael Murphy           |               5 | 31:00:00
   999997035 | Waylon Long           |               5 | 30:00:00
   136069815 | Jeremiah Jones        |               5 | 30:00:00
   204178406 | Victor Wilson         |               5 | 30:00:00
   416703003 | Elijah Mendoza        |               5 | 30:00:00
   633948084 | Ryan Ross             |               5 | 30:00:00
   709440859 | Lucas Gardner         |               4 | 30:00:00
   666801706 | Dylan Collins         |               4 | 30:00:00
   969123593 | Jack Scott            |               5 | 30:00:00
   269018620 | Mateo Nguyen          |               5 | 30:00:00
   897243604 | Cooper Smith          |               5 | 30:00:00
   710167920 | Weston Wood           |               5 | 30:00:00
   471011763 | Mason Pena            |               5 | 30:00:00
   203849597 | Silas Reyes           |               5 | 30:00:00
   946881161 | Kai Green             |               5 | 30:00:00
   822657192 | Damian Gardner        |               5 | 30:00:00
   676154230 | Gael Sanchez          |               4 | 30:00:00
   674811591 | Julian Garcia         |               5 | 30:00:00
   351395745 | Thomas Hernandez      |               5 | 30:00:00
   920495259 | Isaiah Collins        |               5 | 30:00:00
   461913755 | Kai Hill              |               5 | 30:00:00
   404699005 | Aaron Hamilton        |               5 | 30:00:00
   234224971 | Leonardo Castillo     |               5 | 30:00:00
   273730441 | Peter Ross            |               5 | 30:00:00
   889004341 | James Nolan           |               5 | 30:00:00
   353386769 | Jacob Taylor          |               5 | 30:00:00
   756681361 | Evan Rivera           |               5 | 30:00:00
   745653970 | Jacob Rivera          |               5 | 30:00:00
   711789627 | Emmett Keller         |               5 | 30:00:00
   672679009 | Nicholas Murphy       |               5 | 30:00:00
   372561911 | Noah Serrano          |               5 | 30:00:00
   808414503 | Jackson Clark         |               5 | 30:00:00
   940617324 | Nicholas Gardner      |               5 | 30:00:00
   433764844 | Parker Graham         |               5 | 30:00:00
   987831702 | Kai Walters           |               5 | 30:00:00
   123731713 | Cameron Allen         |               5 | 30:00:00
   250298308 | Zane Brown            |               5 | 30:00:00
   773492615 | Andrew Peterson       |               5 | 30:00:00
   106712214 | Tristan Ramos         |               5 | 30:00:00
   904784716 | Ryder Davis           |               5 | 30:00:00
   252905892 | Leonardo Nolan        |               5 | 30:00:00
   180823252 | Axel Ortiz            |               5 | 30:00:00
   169575473 | Oliver Powell         |               5 | 30:00:00
   755034117 | Emmett King           |               5 | 30:00:00
   274435228 | Dominic Bennett       |               5 | 30:00:00
   588818378 | Bennett Gardner       |               5 | 30:00:00
   500037685 | Peter Lam             |               5 | 30:00:00
   967047484 | Maverick Cox          |               5 | 30:00:00
   715236394 | Owen Adams            |               5 | 30:00:00
   987794173 | Caleb Baker           |               5 | 30:00:00
   776966505 | Dylan Hill            |               5 | 30:00:00
   121654412 | Luke Nolan            |               5 | 30:00:00
   665953327 | Brooks Flores         |               5 | 30:00:00
   805681679 | Leonardo Mitchell     |               5 | 30:00:00
   904350473 | Benjamin Gomez        |               5 | 30:00:00
   181198800 | Jaxson Price          |               5 | 30:00:00
   854178706 | Rowan Wood            |               5 | 30:00:00
   881858623 | Victor Richardson     |               5 | 30:00:00
   542720834 | Brayden Lam           |               5 | 30:00:00
   737089204 | Gabriel Schultz       |               5 | 30:00:00
   509712817 | Christian Rivera      |               5 | 30:00:00
   770023180 | William Sanchez       |               5 | 30:00:00
   935902235 | Peter Graham          |               5 | 30:00:00
   475935279 | Dylan Castillo        |               5 | 30:00:00
   347404762 | Rafael Martinez       |               5 | 30:00:00
   567674241 | Xavier James          |               5 | 30:00:00
   325261800 | Owen Kim              |               5 | 30:00:00
   789567067 | Brayden Martin        |               5 | 30:00:00
   150755905 | Cooper Hernandez      |               5 | 30:00:00
   475601037 | Lincoln Baker         |               5 | 30:00:00
   369250089 | Jayden Moore          |               5 | 30:00:00
   315505322 | Declan Phillips       |               5 | 30:00:00
   250101420 | William Chavez        |               5 | 30:00:00
   778618979 | Maverick Wright       |               5 | 30:00:00
   398144133 | Micah Hamilton        |               5 | 30:00:00
   404611390 | Silas Douglas         |               5 | 30:00:00
   767791096 | Asher Roberts         |               5 | 30:00:00
   482061073 | Harlan Hill           |               5 | 30:00:00
   268241328 | Rowan Long            |               5 | 30:00:00
   107626139 | Angel Hamilton        |               5 | 30:00:00
   183099206 | Isaac Lewis           |               4 | 30:00:00
   917674940 | Nolan Sanchez         |               5 | 30:00:00
   751055651 | Ryan Morgan           |               5 | 30:00:00
   767032867 | Caleb Freeman         |               5 | 30:00:00
   389275545 | Aiden Cooper          |               5 | 30:00:00
   942779899 | Thomas Campbell       |               5 | 30:00:00
   817731833 | Christopher Williams  |               5 | 30:00:00
   145325900 | Santiago Mitchell     |               5 | 30:00:00
   794970135 | Aaron Lewis           |               5 | 30:00:00
   239757209 | Tristan Mendoza       |               5 | 30:00:00
   816822861 | Zane Cross            |               5 | 30:00:00
   644051565 | Eli Martinez          |               5 | 30:00:00
   598523839 | Elijah Howard         |               5 | 30:00:00
   646935151 | Alexander Stewart     |               5 | 30:00:00
   411559539 | Andrew Morales        |               5 | 30:00:00
   383914291 | Asher Jones           |               5 | 30:00:00
   404283095 | Connor Price          |               5 | 30:00:00
   531206300 | Easton Keller         |               5 | 30:00:00
   940394228 | Nolan Thompson        |               5 | 30:00:00
   319647920 | Nathan Potter         |               5 | 30:00:00
   993558023 | Daniel Ray            |               5 | 30:00:00
